SalePrice,id
120129.31638285158,1461
153008.78540649876,1462
181999.66786591822,1463
195952.28499780287,1464
197477.70321220372,1465
171222.79686163223,1466
178212.06857705885,1467
161123.56528457583,1468
193898.42412746898,1469
119925.53447730588,1470
189952.6237905828,1471
97385.89877839465,1472
96173.54601725205,1473
146413.76269308914,1474
113408.40023227438,1475
363559.0685025456,1476
250762.12819425605,1477
294599.0955914544,1478
299293.44565708254,1479
474977.7286612876,1480
325368.69916454714,1481
210850.50276419794,1482
177057.76758504286,1483
162710.8451215373,1484
191473.81632830846,1485
193107.8563087154,1486
339866.0295461026,1487
238341.40563298418,1488
193749.498830026,1489
231349.0034469988,1490
195043.96090914906,1491
92756.67611514167,1492
189749.588439213,1493
299951.29334589146,1494
293285.5911212206,1495
235701.9623490435,1496
179388.27430135966,1497
167787.27829460733,1498
162374.42494970988,1499
152697.89604814677,1500
174507.64199408883,1501
145503.65062122256,1502
290290.38709623506,1503
242518.9634867157,1504
225593.8501779172,1505
188193.22519878772,1506
245834.55147804398,1507
202873.8105802656,1508
163898.0469976304,1509
143480.43843618763,1510
148092.6730057099,1511
175334.26155234524,1512
152363.39362498105,1513
155109.78084422962,1514
197374.4685036543,1515
157898.11081760898,1516
168347.7479253745,1517
132466.496844432,1518
209170.3722104455,1519
127540.30850578858,1520
130083.43999928552,1521
178496.0889926955,1522
110130.44909133464,1523
125686.48217263765,1524
120266.16231472132,1525
113488.37444080878,1526
107566.08465710806,1527
137378.3893469948,1528
149722.5220212774,1529
184338.31192067487,1530
105988.75185360062,1531
98505.55209054326,1532
142816.38267748785,1533
127215.23655111801,1534
147673.86296000815,1535
106379.05704344086,1536
64977.60745299994,1537
147236.9720549623,1538
191933.60915635552,1539
94263.48389404154,1540
138707.1051419694,1541
139649.16783362327,1542
189700.66251999192,1543
85067.9850438381,1544
115257.94054333349,1545
135137.94797926565,1546
127884.17061106049,1547
138708.27871356037,1548
119838.52411651298,1549
135618.02321826073,1550
108885.03106547246,1551
136390.89906477102,1552
148289.76477491995,1553
116891.78756485373,1554
160376.90131114126,1555
85485.21858199128,1556
105780.81191083361,1557
97580.45125685359,1558
63552.80318317346,1559
134335.23100407387,1560
129372.76495233367,1561
130057.27797173696,1562
117918.52381134802,1563
155071.55198099813,1564
150955.3017325724,1565
237772.53074719827,1566
76404.05549832858,1567
230818.44131562527,1568
127780.26853477283,1569
139167.47218511638,1570
123247.99628658096,1571
142090.06900251648,1572
236848.78703014084,1573
118411.16056848996,1574
228294.6708937121,1575
241692.71437702113,1576
182201.7049606072,1577
148720.25131924916,1578
144283.67460412034,1579
196843.86942393094,1580
153037.43531194574,1581
125687.56299674758,1582
295889.05088129744,1583
216154.0872743593,1584
136126.4854794615,1585
67143.71165501358,1586
104989.74609257642,1587
151179.16829745108,1588
96656.18719289287,1589
133891.40280903337,1590
92120.81171680184,1591
114189.85781279957,1592
127669.16813535182,1593
123646.9654616617,1594
107500.42835079714,1595
222575.5066236562,1596
193546.99434664974,1597
227982.70331666252,1598
172655.92105955433,1599
162810.2619109947,1600
68670.55669450256,1601
117135.34213046772,1602
71358.11761283722,1603
260213.84074000374,1604
243774.0913326857,1605
168701.8701135877,1606
173316.4646984689,1607
214613.92027023603,1608
185339.30648893586,1609
150446.78083309578,1610
138184.6466814833,1611
170111.54462348693,1612
161412.03068661544,1613
128011.18176654405,1614
93618.23075704864,1615
77864.51966472293,1616
95346.84781026703,1617
124769.01112066244,1618
140093.18890817062,1619
152267.55072114116,1620
138619.27573653354,1621
141655.74710064256,1622
261268.10001323366,1623
209360.69420740515,1624
120859.53691300002,1625
170452.54903500917,1626
190582.15424694977,1627
280021.0948513829,1628
184313.18863868673,1629
345037.3742923682,1630
230401.94780487774,1631
244459.26090129773,1632
174440.99603746418,1633
185156.26676201163,1634
176706.7483973536,1635
152578.34298140154,1636
199100.54587703626,1637
181426.71434846811,1638
190515.8454778976,1639
250882.9260563159,1640
183790.8824575022,1641
237825.68560509488,1642
216168.5451192164,1643
232651.5564683586,1644
196243.3883273262,1645
158437.26408653526,1646
162485.07393802598,1647
130092.80997566262,1648
138945.29758464964,1649
114357.9575302981,1650
120810.78307246086,1651
97580.94236973498,1652
99581.89276235177,1653
145872.11302769248,1654
138767.47796651215,1655
140735.6985407335,1656
147519.48764329654,1657
142980.17175416247,1658
119989.07625446939,1659
155445.67532750237,1660
419298.62808866554,1661
409960.1644741667,1662
380156.9475941736,1663
405317.026725237,1664
304524.52794060117,1665
332727.8003930019,1666
378054.4777495631,1667
345331.79980074166,1668
314023.81566501217,1669
355979.9717373747,1670
257720.4358198645,1671
422106.3356117003,1672
290130.4555887998,1673
241744.74271188,1674
191549.8975196841,1675
190618.3453557122,1676
217118.77467511458,1677
438373.3817100808,1678
384877.25932877144,1679
328430.5620694675,1680
251804.6261468511,1681
320551.6949673305,1682
180758.15710322734,1683
177031.50592298622,1684
175707.92349911158,1685
167858.3611633546,1686
174089.0974032522,1687
189156.09872274025,1688
196665.9324505539,1689
199987.54270210682,1690
186979.3112098859,1691
270939.6995971978,1692
170797.65391402604,1693
184650.31517458957,1694
169535.5477065148,1695
273139.30757000414,1696
174714.30275650596,1697
356328.72433607455,1698
310821.24422659323,1699
250690.6108084177,1700
275275.76552336925,1701
239339.26262258244,1702
242622.78779001473,1703
274618.46154286165,1704
240254.72589821593,1705
351918.5807491926,1706
213223.89261894714,1707
200166.4862653449,1708
272020.55996584473,1709
217809.24435683896,1710
271321.5062671852,1711
257725.6394082395,1712
275776.6887206802,1713
221973.24773980916,1714
208302.04478899777,1715
184707.92577077245,1716
178302.81991770933,1717
136842.92629511486,1718
208628.25938534702,1719
245426.44968563525,1720
166354.44551248205,1721
127172.5292693056,1722
155390.5140189213,1723
204903.5444044428,1724
236352.28254240274,1725
184387.6708924832,1726
150056.63381202635,1727
177684.49382152344,1728
167523.19336402926,1729
159384.82491728713,1730
121720.38717745735,1731
125576.66575250441,1732
114362.07554234334,1733
120517.87605578013,1734
126408.52857944214,1735
109538.27548436874,1736
300626.0142326808,1737
245427.90980908216,1738
244841.06712087514,1739
205655.2127745321,1740
186161.2012545503,1741
172304.63340812514,1742
179672.25082832115,1743
309047.6301120954,1744
218225.19329284367,1745
187923.17215696923,1746
216429.65398499547,1747
216340.337383953,1748
143793.24088894977,1749
125301.22798789339,1750
250193.14357729672,1751
116708.2035476506,1752
150776.58143069263,1753
197324.7575878632,1754
163244.20730584342,1755
125232.62281038889,1756
120874.81093065944,1757
146173.97528410942,1758
162914.81203525115,1759
165864.85923613625,1760
145371.6881276242,1761
178226.21154473827,1762
186586.11259310058,1763
114040.63394846817,1764
162901.68352216476,1765
189156.81595542404,1766
221057.0622017573,1767
141194.72600067983,1768
176359.54342827672,1769
152452.0493851006,1770
126120.31772082653,1771
129969.54891021109,1772
128605.38972472986,1773
140659.85084972443,1774
141933.40904825105,1775
129414.13031068027,1776
108882.79690210539,1777
138695.80415989942,1778
117226.3340104849,1779
181779.59824793355,1780
127000.85743430896,1781
87811.76584945578,1782
141429.45751269785,1783
106688.54341016042,1784
124913.87717867024,1785
143039.07003650616,1786
166335.06235727633,1787
59761.727062709695,1788
100343.99352158877,1789
77853.6790180148,1790
179312.72226682084,1791
157557.83247525932,1792
129183.1835140015,1793
154077.2100886157,1794
133174.70342407876,1795
132423.874304124,1796
114687.15140915605,1797
121971.34263340123,1798
110452.6806383234,1799
133045.85986862757,1800
125280.06022123355,1801
145466.238354169,1802
149797.0738098813,1803
136516.7219827131,1804
137478.25272870943,1805
123426.69188716784,1806
138741.11387487163,1807
127472.42288257534,1808
122748.89597305695,1809
140454.9676491876,1810
94718.03321612811,1811
97154.81147305814,1812
122499.18352032079,1813
95240.08178462645,1814
53868.5990438336,1815
97675.20800635086,1816
104381.6865525273,1817
140412.16075896894,1818
126472.34537546727,1819
50723.165071874704,1820
118130.69890177315,1821
151309.0835060927,1822
43011.87633476221,1823
129940.5261529249,1824
138362.70349963772,1825
103623.15453195504,1826
102392.64939761948,1827
136571.82805482968,1828
126078.73993938205,1829
136469.0869887157,1830
148754.86013989412,1831
74802.07394957606,1832
142185.4120807331,1833
117805.93148961723,1834
120672.87487352567,1835
124286.23885388674,1836
86656.08296820371,1837
121411.23652274736,1838
96384.34331415717,1839
143454.84326238657,1840
133963.5490951538,1841
88487.73732532347,1842
128038.84663120318,1843
144936.30903128476,1844
